!,,,,,,,,+++,---,,,,---,---,,,+++,,,,
@@,act_id,agent,action,act_object,act_target,start,end,site_information,narrative_time,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00157,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0222 G24->unknown work by: AG0198 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00158,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0223 G24->unknown work by: AG0199 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00159,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0224 G24->unknown work by: AG0200 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00160,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0225 G24->unknown work by: AG0201 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00161,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0226 G24->unknown work by: AG0202 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00162,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0227 G24->unknown work by: AG0203 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00163,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0228 G24->unknown work by: AG0204 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00164,P0221->AG0197,AT01,PS00024->W0009,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-02-01,OS,2018-11-18->2020-04-04,MG->DP
->,A00165,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0080 G29->unknown work by: AG0079 G29,,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00166,P0221->AG0197,AT01,PS09999->W0414,,1962?,1970?,,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,SS00170->W0490,249,2,,unknown work by: P0098 G24->unknown work by: AG0096 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2018-04-10->2020-04-04,MG->DP
->,A00167,P0221->AG0197,AT04,PS00168->W0068,,196x,196x,,,The full secret speech of Khrushchev circulated in China as well and Li had access to it. He was very influenced by it and from there on had doubted the official line.,SS00170->W0490,249,2,,,,en,2018-02-02,OS,2018-10-30->2020-04-04,MG->DP
->,A00168,P0221->AG0197,AT03,PS00168->W0068,P0229->AG0205,1968?,1971,SP0132,,Li handed it over to Liu Jingzi and does not know to whom she gave it.,SS00170->W0490,249,2,,,,en,2018-02-02,OS,2018-10-30->2020-12-09,MG
->,A00169,P0221->AG0197,AT03,PS00168->W0068,P0230->AG0206,1968?,1971,SP0132,,Li handed it over to Liu Jingzi and does not know to whom she gave it.,SS00170->W0490,249,2,,,,en,2018-02-02,OS,2018-10-30->2020-12-09,MG
->,A00170,P0229->AG0205,AT04,PS00168->W0068,,1968?,1971,SP0132,,Liu was very influenced by it and from there on had doubted the official line.,SS00170->W0490,249,2,,,,en,2018-02-02,OS,2018-10-30->2020-12-09,MG
->,A00171,P0230->AG0206,AT04,PS00168->W0068,,1968?,1971,SP0132,,Zhang was very influenced by it and from there on had doubted the official line.,SS00170->W0490,249,2,,,,en,2018-02-02,OS,2018-10-30->2020-12-09,MG
->,A00173,P0031->AG0031,AT01,PS00198->W0079,,1969,1969,SP0002,,Huang read Dimitrov when in L0002->,SS00257->W0525,ONLINE SOURCE,2,,,,en,2018-02-05,OS,2018-11-18->2020-12-08,MG
->,A00174,P0029->AG0029,AT16,PS00200->W0081,,1964,1966,,,He read it around the beginning of the CR and mentions that this book was one of the most-beloved and widely-read among his book friends.,SS00029->W0428,118-119,2,,,,en,2018-02-05,OS,2018-02-05->2020-04-04,OS->DP
->,A00175,P0108->AG0105,AT04,PS00199->W0080,,1966,1968,,,She wrote a letter to Zhao Yifan and stated that similar to Dostoyevskys novels only through hardship and suffering one can really get rid of selfishness. And only then could sublime art be refined.,SS00012->W0424,158f,2,,,,en,2018-02-05,OS,2018-10-30->2020-04-04,MG->DP
->,A00176,P0062->AG0061,AT01,PS00202->W0083,,1974,1974,SP0002,,after mostly reading newspapers and political works she was happy to read a novel again. She obtained it from her family when in prison.,SS00113->W0440,477,2,,,,en,2018-02-06,OS,2018-02-06->2020-12-11,OS->MG
->,A00177,P0237->AG0213,AT18,PS09999->W0414,,1970,1970,SP0001,,Yuan went to the Beijing (National?) library to borrow the book. The employee asked her why she is interested in bourgeois literature and refused to hand it out.->Yuan went to the Beijing (National?) library (SP0005) o borrow the book. The employee asked her why she is interested in bourgeois literature and refused to hand it out.,http://www.xujuneberlein.com/rem51.html#B->W0433,ONLINE SOURCE,2,,,see #399 was PS00204,en,2018-02-06,OS,2019-10-12->2020-12-11,DP->MG
->,A00178,P0029->AG0029,AT17,PS00203->W0084,P0999->AG0626,1969,1972,SP0008,,Wu Hong counted among the best storytellers in Hebei. It took him two weeks to recount Le Comte de Monte-Christo. His audience averaged one dozen people.,SS00029->W0428,122,2,,,,en,2018-02-06,OS,2018-02-06->2020-12-11,OS->MG
->,A00179,P0999->AG0626,AT17,PS00203->W0084,P0238->AG0214,1968?,1975?,SP0133,,Ye Weili recounts that a guy retold the whole Monte Christo off the top of his head. Nobody had read the book therefore nobody knew whether the story was correct.,SS00205->W0495,121,2,,,,en,2018-02-06,OS,2018-02-06->2020-12-11,OS->MG
->,A00180,P0999->AG0626,AT17,PS00203->W0084,P0999->AG0626,1968,1979,,,The Monte Christo counted among the most-sought after stories yet it was very hard to obtain. There were some Master story tellers who would profit a lot from being able to vividly retell these stories as a whole.,SS00005->W0419,572,2,,,,en,2018-02-06,OS,2018-02-06->2020-04-04,OS->DP
->,A00181,P0037->AG0037,AT17,PS00203->W0084,P0999->AG0626,1965,1973,SP0012,,Huang could tell Monte Christo off the top of his head. His audience were people who lacked this kind of knowledge.,SS00118->W0445,ONLINE Source,2,,,,en,2018-02-06,OS,2018-02-06->2020-12-11,OS->MG
->,A00182,P0003->AG0003,AT17,PS00203->W0084,P0999->AG0626,1970?,1972?,SP0002,,Zhang told the story of this Novel to Red guards in the prison.->Zhang told the story of this Novel to Red Guards.,SS00185->W0486,121,2,,,,en,2018-02-06,OS,2018-02-06->2020-12-11,OS->MG
->,A00183,P0010->AG0010,AT05,PS00208->W0087,,1970,1970,,,Duo Duo states that in the spring of 1970 Gan Huilis book ranked among the most popular ones,SS00114->W0441,195,2,,,,en,2018-02-11,OS,2018-02-11->2020-04-04,OS->DP
->,A00184,P0999->AG0626,AT16,PS00209->W0088,,1965~,1965~,,,the teachers were aware and touched by the irony of denouncing the unequal educational chances under Nationalist rule in the book while those were still existing shortly before the Cultural Revolution,SS00206->W0496,93,1,,,,en,2018-02-11,OS,2018-02-11->2020-04-04,OS->DP
->,A00185,P0139->AG0124,AT05,PS00210->W0089,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,SS00152->W0474,8,,,,,en,2018-02-11,OS,2018-02-11->2020-04-04,OS->DP
->,A00186,P0012->AG0012,AT03,PS00211->W0090,P0010->AG0010,1972,1972,SP0025,,Genzi handed his poem to Duo Duo. Duo Duo was not impressed at all and saw their eminent differences in style and taste.,SS00114->W0441,196,2,,,,en,2018-02-12,OS,2018-02-12->2020-12-11,OS->MG
->,A00187,P0003->AG0003,AT01,PS00212->W0091,,1959,1963,,,Zhang Langlang read this forbidden book through a special library card by his father Zhang Ding,SS00112->W0439,38,2,,,->new act entry AT to find,en,2018-02-12,OS,2018-02-12->2020-12-11,OS->MG
->,A00188,P0003->AG0003,AT01,PS00213->W0092,,1959,1963,,,Zhang Langlang read this book through a special library card by his father Zhang Ding,SS00112->W0439,38,2,,,->new act entry AT to find,en,2018-02-12,OS,2018-02-12->2020-12-11,OS->MG
->,A00189,P0106->AG0103,AT01,PS09999->W0414,,1967,1967,,,Han Shaogong regarded Gorky as one of his most beloved readings.,SS00005->W0419,569,2,,unknown work by: P0110 G04->unknown work by: AG0107 G04,,en,2018-02-12,OS,2018-04-10->2020-04-04,MG->DP
->,A00190,P0045->AG0044,AT22,Q0003->W0093,,1965..1975,1965..1975,,,he remembered that quote by Graham Greene and compared it to his own situation as an intellectual during the CR,SS00061->W0433,ONLINE SOURCE,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00191,P0029->AG0029,AT01,PS09999->W0414,,1960..1966,1966,,,Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtain from his readings at that time.->Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtained from his readings at that time.,SS00029->W0428,116-117,2,,unknown work by: P0247 G16->unknown work by: AG0223 G16,,en,2018-02-13,OS,2018-04-10->2021-01-12,MG
->,A00192,P0074->AG0073,AT12,PS00125->W0065,,1967~,1967~,,,Bai Dis favorite books were taken away by Red Guards,SS00123->W0448,92,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00193,P0074->AG0073,AT12,PS00126->W0066,,1967~,1967~,,,Bai Dis favorite books were taken away by Red Guards,SS00123->W0448,92,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00194,P0074->AG0073,AT12,PS00217->W0094,,1967~,1967~,,,Bai Dis favorite books were taken away by Red Guards,SS00123->W0448,92,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00195,P0074->AG0073,AT16,PS00218->W0095,,1967,1968,,,Bai Di shed many tears when reading this books. Same as her brother the main figure did lose his eyesight.,SS00123->W0448,93,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00196,P0074->AG0073,AT16,PS00219->W0096,,1967,1968,,,Bai Di learnt about romantic relationships by reading revolutionary novels like this one,SS00123->W0448,93,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00197,P0139->AG0124,AT05,PS00220->W0097,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,SS00152->W0474,9,,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00198,P0180->AG0156,AT05,PS00220->W0097,,1966,1976,,,Song Yongyi mentions it as one of the most important neibu books during the CR,SS00108->W0435,327,1,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00199,P0180->AG0156,AT05,PS00221->W0098,,1966,1976,,,Song Yongyi mentions it as one of the most important neibu books during the CR,SS00108->W0435,327,1,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00200,P0139->AG0124,AT05,PS00221->W0098,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,SS00152->W0474,9,,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00201,P0106->AG0103,AT16,PS00221->W0098,,1966,1976,,,This book was a sensation among the youth. It was ascribed a huge value. Han Shaogong had to turn in his watch as he had lost the book accidentally.,SS00005->W0419,570,2,,,->read during rustication?,en,2018-02-13,OS,2018-02-13->2020-12-11,OS->MG
->,A00202,P0019->AG0019,AT13,PS00222->W0099,,1968,1968,,,The poem by Guo Lusheng captured the atmosphere of zhiqing leaving the big cities perfectly (according to Li Ling),SS00170->W0490,241,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00203,P0009->AG0009,AT15,PS00223->W0100,,1970,1970,,,Bei Dao listened to the poem and was moved. He did not know the authors name,SS00189->W0487,32,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00204,P0009->AG0009,AT15,PS00224->W0101,,1970,1970,,,Bei Dao listened to the poem and was moved. He did not know the authors name,SS00189->W0487,32,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00205,P0252->AG0228,AT02,PS00224->W0101,,1970,1970,,,Jiang He has copied several poems by hand,SS00196->W0493,291,2,,,->took this act place in SP0025? Check if agent was rusticated.,en,2018-02-13,OS,2018-02-13->2020-12-11,OS->MG
->,A00206,P0252->AG0228,AT03,PS00224->W0101,P0134->AG0119,1970,1970,,,Jiang He gave the hand-copied poem to Lin Mang,SS00196->W0493,291,2,,,->took this act place in SP0025? Check if agent was rusticated.,en,2018-02-13,OS,2018-08-03->2020-12-11,MG
->,A00207,P0024->AG0024,AT02,PS00225->W0102,,1970,1970,SP0025,,Song Haiquan copied the poem by hand,SS00196->W0493,291,2,,,,en,2018-02-13,OS,2018-02-13->2020-12-11,OS->MG
->,A00208,P0024->AG0024,AT03,PS00225->W0102,P0134->AG0119,1970,1970,SP0025,,Song Haiquan gave it to Lin Mang,SS00196->W0493,291,2,,,,en,2018-02-13,OS,2018-08-03->2020-12-11,MG
->,A00209,P0999->AG0626,AT17,PS00226->W0103,,1967~,1968~,,,the poem was often recited and copied by young people,SS00005->W0419,578,2,,,,en,2018-02-13,OS,2018-02-13->2020-04-04,OS->DP
->,A00210,P0108->AG0105,AT16,PS00227->W0104,,1970~,1974~,,,the love story in this book aroused her interest,SS00012->W0424,159,2,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00211,P0052->AG0051,AT01,PS00227->W0104,,1964,1964,,,Liu Haiou read it in one night,SS00133->W0455,ONLINE SOURCE,2,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00212,P0139->AG0124,AT05,PS00228->W0105,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,SS00152->W0474,8,,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00213,P0180->AG0156,AT05,PS00228->W0105,,1966,1976,,,Song Yongyi mentions it as one of the most important neibu books during the CR,SS00108->W0435,327,1,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00214,P0144->AG0128,AT05,PS00228->W0105,,1966,1976,,,According to Wang Shiqiangs research this piece was one of the most influential yellow-covered books for the generation of pre-misty poets,SS00011->W0423,78,1,,,bad pointer see GH #300,en,2018-02-14,OS,2018-09-25->2020-04-04,DP
->,A00215,P0106->AG0103,AT05,PS00228->W0105,,1966,1976,,,Han Shaogong mentions it as one of the most important neibu books of the CR,SS00005->W0419,580,,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00216,P0999->AG0626,AT17,PS00230->W0107,,1967~,1968~,,,the poem was often recited and copied by young people,SS00005->W0419,578,2,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00217,P0219->AG0195,AT16,PS00229->W0106,,1968,1968,SP0438,,he read it while sitting on the train to Inner Mongolia->he read it while sitting on the train to Inner Mongolia (SP0114),SS00190->W0488,270,2,,,,en,2018-02-14,OS,2018-02-14->2020-12-11,OS->MG
->,A00218,P0133->AG0118,AT01,PS00229->W0106,,1970..1979,1970..1979,,,he had read many poems. Among them also the one by He Jingzhi. All these however did not influence too much,SS00154->W0476,531,2,,,->read during rustication?,en,2018-02-14,OS,2018-02-14->2020-12-11,OS->MG
->,A00219,P0109->AG0106,AT02,PS00231->W0108,,1969..1972,1969..1972,,,Shu Ting copied the poem Prophecy into her notebook,SS00014->W0425,301,2,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00220,P0106->AG0103,AT01,PS00232->W0109,,1967,1967,,,He read it and did not understand much,SS00005->W0419,567,2,,,,en,2018-02-14,OS,2018-02-14->2020-04-04,OS->DP
->,A00221,P0999->AG0626,AT16,PS00233->W0110,,1970~,1980~,SP0005,,Chen claims that this book was important among the Zhiqing in Beijing,SS00157->W0479,75,2,,,,en,2018-02-14,OS,2018-02-14->2020-12-11,OS->MG
->,A00222,P0106->AG0103,AT12,PS09999->W0414,,1967~,1967~,,,Among those books taken away by the Red Guard was a Hemingway volume->Among those books taken away by the Red Guards was a Hemingway volume,SS00005->W0419,569,2,,unknown work by: P0260 G04->unknown work by: AG0236 G04,,en,2018-02-14,OS,2018-04-10->2020-12-11,MG
->,A00223,P0037->AG0037,AT17,PS00236->W0112,P0999->AG0626,1972~,1972~,SP0012,,Huang told Les Miserables off the top of his head to fellow Zhiqing or co-workers/ farmers. He turned these stories into Chinese ones to arouse no suspicions,SS00118->W0445,ONLINE SOURCE,2,,,,en,2018-02-15,OS,2018-02-15->2020-12-11,OS->MG
->,A00224,P0109->AG0106,AT17,PS00236->W0112,P0999->AG0626,1972,1972,SP0439,,Shu Ting told Les Miserables off the top of her head to fellow co-workers in a factory in Xiamen. She turned a simple vocabulary and adjusted the story a bit.->Shu Ting told Les Miserables off the top of her head to fellow co-workers in a factory in Xiamen (SP0440.) She turned a simple vocabulary and adjusted the story a bit.,SS00014->W0425,304,2,,,,en,2018-02-15,OS,2018-02-15->2020-12-11,OS->MG
