!,,,,,,,,+++,+++,---,---,,,+++,+++,,,---,,,,
@@,act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,site_information,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A00088,AG0124->P0139,AT05,W0020->PS00056,,1966,1976,,Xiao Xiao mentions it as one of the most important neibu books of the CR,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474->SS00152,7,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00089,AG0124->P0139,AT05,W0023->PS00060,,1966,1976,,Xiao Xiao mentions it as one of the most important neibu books of the CR,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474->SS00152,8,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00090,AG0104->P0107,AT05,W0026->PS00064,,1966,1976,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibeu books of the CR,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibeu books of the CR,W0423->SS00011,78,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00091,AG0104->P0107,AT05,W0009->PS00024,,1966,1976,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,W0423->SS00011,78,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00092,AG0104->P0107,AT05,W0008->PS00023,,1966,1976,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,W0423->SS00011,78,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00093,AG0103->P0106,AT05,W0037->PS00076,,1966,1976,,Han Shaogong mentions it as one of the most important neibu books of the CR,,Han Shaogong mentions it as one of the most important neibu books of the CR,W0419->SS00005,580,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00094,AG0104->P0107,AT05,W0004->PS00010,,1966,1976,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,W0423->SS00011,78,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00095,AG0130->P0150,AT05,W0036->PS00074,,1966,1976,,"""Perry Link mentions that Jane Eyre """"became well known and an intensely sought prize during the Cultural Revolution when Jiang Qing listed it with seven other works as highly recommended reading."""" This explains the post-CR success of the book. """,,"""Perry Link mentions that Jane Eyre """"became well known and an intensely sought prize during the Cultural Revolution when Jiang Qing listed it with seven other works as highly recommended reading."""" This explains the post-CR success of the book. """,W0434->SS00075,170,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00096,AG0156->P0180,AT05,W0059->PS00102,,1966,1976,,Song Yongyi mentions it as one of the most important grey-covered books during the CR,,Song Yongyi mentions it as one of the most important grey-covered books during the CR,W0435->SS00108,327,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00097,AG0130->P0150,AT05,W0062->PS00107,,1966,1976,,"""Perry Link mentions that A Tale of Two Cities """"became well known and an intensely sought prize during the Cultural Revolution when Jiang Qing listed it with seven other works as highly recommended reading."""" This explains the post-CR success of the book. """,,"""Perry Link mentions that A Tale of Two Cities """"became well known and an intensely sought prize during the Cultural Revolution when Jiang Qing listed it with seven other works as highly recommended reading."""" This explains the post-CR success of the book. """,W0434->SS00075,170,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00098,AG0104->P0107,AT05,W0063->PS00121,,1966,1976,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,,According to Wang Shiqiangs research this piece was one of the most important yellow-covered neibu books of the CR,W0423->SS00011,79,,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00099,AG0105->P0108,AT16,W0060->PS00105,,1974~,1974~,,Xu read it when being 20 years old and cried like a child. She states that no 20-year-old could read it without being completely stunned. She acted differently so that the boss of (her parents) danwei came along and checked for her. He found the book and scolded her and adviced to rather read 欧阳海之歌 or The Golden Road by Hao Ran. Thereafter she was marked as somebody with inclinations to a petty-capitalist life-style.,,Xu read it when being 20 years old and cried like a child. She states that no 20-year-old could read it without being completely stunned. She acted differently so that the boss of (her parents) danwei came along and checked for her. He found the book and scolded her and adviced to rather read 欧阳海之歌 or The Golden Road by Hao Ran. Thereafter she was marked as somebody with inclinations to a petty-capitalist life-style.,W0432->SS00045,159,2,,,,en,2018-02-08,OS,2020-04-04->2018-02-08,DP->OS
->,A00147,AG0009->P0009,AT01,W0070->PS00181,,1962,1965,,The most influential work for Bei Dao are by Ehrenburg and he read this piece many times. It opened a window to a world so different from his real life. It seems not that good to him now. But at those times it served as a guidebook for 'searching' young people and gave them an ability to dream.,,The most influential work for Bei Dao are by Ehrenburg and he read this piece many times. It opened a window to a world so different from his real life. It seems not that good to him now. But at those times it served as a guidebook for 'searching' young people and gave them an ability to dream.,W0423->SS00011,88,,,,,en,2018-01-23,OS,2020-04-04->2018-06-22,DP
->,A00148,AG0003->P0003,AT03,W0073->PS00184,AG0626->P0999,1968?,1968?,,Zhang Langlang gave that poem to some students from Beijing to read and memorize,,Zhang Langlang gave that poem to some students from Beijing to read and memorize,W0486->SS00185,112,,,,,en,2018-01-24,OS,2020-04-04->2018-01-24,DP->OS
->,A00149,AG0114->P0120,AT01,W0074->PS00186,,1971,1976?,,Zhang Yang read it in prison after the Lin Biao incident,SP0002,Zhang Yang read it in prison after the Lin Biao incident,W0429->SS00030,110ff,,,,,en,2018-01-25,OS,2020-12-09->2018-01-25,MG->OS
->,A00150,AG0114->P0120,AT01,W0075->PS00187,,1971,1976?,,Zhang Yang read it in prison after the Lin Biao incident,SP0002,Zhang Yang read it in prison after the Lin Biao incident,W0429->SS00030,110ff,,,,,en,2018-01-25,OS,2020-12-09->2018-01-25,MG->OS
->,A00151,AG0626->P0999,AT03,W0075->PS00187,AG0114->P0120,1971?,1976?,,Several Books were sent to him when he was in prison,SP0002,Several Books were sent to him when he was in prison,W0429->SS00030,435,,,,,en,2018-01-25,OS,2020-12-09->2018-01-25,MG->OS
->,A00152,AG0626->P0999,AT03,W0076->PS00188,AG0114->P0120,1971?,1976?,,Several Books were sent to him when he was in prison,SP0002,Several Books were sent to him when he was in prison,W0429->SS00030,435,,,,,en,2018-01-25,OS,2020-12-09->2018-01-25,MG->OS
->,A00153,AG0009->P0009,AT01,W0074->PS00186,,1971,1971,,Bei Dao mentioned that he had read the book in 1971,,Bei Dao mentioned that he had read the book in 1971,W0487->SS00189,33,,,,,en,2018-01-25,OS,2020-04-04->2018-01-25,DP->OS
->,A00154,AG0195->P0219,AT01,W0076->PS00188,,1968,1972,,This book was the initiation of his history study.,,This book was the initiation of his history study.,W0488->SS00190,258-259,,,,,en,2018-01-25,OS,2020-04-04->2018-01-25,DP->OS
->,A00155,AG0626->P0999,AT14,W0077->PS00191,,1966,1966,,This book in a precious editon was left in the house by Qian Dachuans maternal grandfather and later found by Red Guards and destroyed.,,This book in a precious editon was left in the house by Qian Dachuans maternal grandfather and later found by Red Guards and destroyed.,W0489->SS00192,ONLINE SOURCE,2,,,,en,2018-02-01,OS,2021-01-12->2018-08-03,MG
->,A00156,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0096 G24->unknown work by: P0098 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00157,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0198 G24->unknown work by: P0222 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00158,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0199 G24->unknown work by: P0223 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00159,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0200 G24->unknown work by: P0224 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00160,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0201 G24->unknown work by: P0225 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00161,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0202 G24->unknown work by: P0226 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00162,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0203 G24->unknown work by: P0227 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00163,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0204 G24->unknown work by: P0228 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00164,AG0197->P0221,AT01,W0009->PS00024,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-02-01,OS,2020-04-04->2018-11-18,DP->MG
->,A00165,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0079 G29->unknown work by: P0080 G29,,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00166,AG0197->P0221,AT01,W0414->PS09999,,1962?,1970?,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,,Li read a lot of Marxist theory in the 1960s. First the official accounts and then the deviant neibu sources,W0490->SS00170,249,2,,unknown work by: AG0096 G24->unknown work by: P0098 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2018-02-01,OS,2020-04-04->2018-04-10,DP->MG
->,A00167,AG0197->P0221,AT04,W0068->PS00168,,196x,196x,,The full secret speech of Khrushchev circulated in China as well and Li had access to it. He was very influenced by it and from there on had doubted the official line.,,The full secret speech of Khrushchev circulated in China as well and Li had access to it. He was very influenced by it and from there on had doubted the official line.,W0490->SS00170,249,2,,,,en,2018-02-02,OS,2020-04-04->2018-10-30,DP->MG
->,A00168,AG0197->P0221,AT03,W0068->PS00168,AG0205->P0229,1968?,1971,,Li handed it over to Liu Jingzi and does not know to whom she gave it.,SP0132,Li handed it over to Liu Jingzi and does not know to whom she gave it.,W0490->SS00170,249,2,,,,en,2018-02-02,OS,2020-12-09->2018-10-30,MG
->,A00169,AG0197->P0221,AT03,W0068->PS00168,AG0206->P0230,1968?,1971,,Li handed it over to Liu Jingzi and does not know to whom she gave it.,SP0132,Li handed it over to Liu Jingzi and does not know to whom she gave it.,W0490->SS00170,249,2,,,,en,2018-02-02,OS,2020-12-09->2018-10-30,MG
->,A00170,AG0205->P0229,AT04,W0068->PS00168,,1968?,1971,,Liu was very influenced by it and from there on had doubted the official line.,SP0132,Liu was very influenced by it and from there on had doubted the official line.,W0490->SS00170,249,2,,,,en,2018-02-02,OS,2020-12-09->2018-10-30,MG
