act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
A00186,AG0012,AT03,W0090,AG0010,1972,1972,,SP0025,Genzi handed his poem to Duo Duo. Duo Duo was not impressed at all and saw their eminent differences in style and taste.,W0441,417,,,,en,2018-06-05,MG,2021-01-02,MG
A00187,AG0003,AT01,W0091,,1959,1963,,,Zhang Langlang read this forbidden book through a special library card by his father Zhang Ding,W0439,137,,,,en,2018-08-05,DM,2020-12-19,MG
A00188,AG0003,AT01,W0092,,1959,1963,,,Zhang Langlang read this book through a special library card by his father Zhang Ding,W0439,ONLINE SOURCE,,,,en,2018-08-05,DM,2020-04-04,DP
A00189,AG0103,AT01,W0414,,1967,1967,,,Han Shaogong regarded Gorky as one of his most beloved readings.,W0419,57,F,unknown work; G04,Translation,en,2021-07-09,MG,2022-05-09,DP
A00190,AG0044,AT22,W0093,,1965..1975,1965..1975,,,he remembered that quote by Graham Greene and compared it to his own situation as an intellectual during the CR,W0433,7-10,,,,en,2018-04-09,MG,2020-04-04,DP
A00191,AG0029,AT01,W0414,,1960..1966,1966,,,Wu Hong has discovered this author himself. Wu Hong refers to his readings during the period right before the CR ( and when his parents were often absent from home) as peculiar. Till the present day Wu Hong finds it difficult to access what he has obtained from his readings at that time.,W0428,9999,,,please check the source again to adjust act type and other relevant info see issue #299 there is no page number given! (maybe 159),en,2019-02-01,MG,2020-04-04,DP
A00192,AG0073,AT12,W0065,,1967~,1967~,,,Bai Dis favorite books were taken away by Red Guards,W0448,327,,,please check the source again to adjust act type and other relevant info see issue #299,en,2018-12-17,MG,2020-04-04,DP
A00193,AG0073,AT12,W0066,,1967~,1967~,,,Bai Dis favorite books were taken away by Red Guards,W0448,137,,Accessed in L0001,,en,2018-07-23,MG,2020-04-04,DP
A00194,AG0073,AT12,W0094,,1967~,1967~,,,Bai Dis favorite books were taken away by Red Guards,W0448,ONLINE SOURCE,,,,en,2018-08-16,MG,2021-01-02,MG
A00195,AG0073,AT16,W0095,,1967,1968,,,Bai Di shed many tears when reading this books. Same as her brother the main figure did lose his eyesight.,W0448,18,,,,en,2018-08-16,MG,2020-04-04,DP
A00196,AG0073,AT16,W0096,,1967,1968,,,Bai Di learnt about romantic relationships by reading revolutionary novels like this one,W0448,249,,,read during rustication?,en,2019-01-07,DM,2021-01-02,MG
A00197,AG0124,AT05,W0097,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,454,,,,en,2018-11-09,WH,2021-01-09,MG
A00198,AG0156,AT05,W0097,,1966,1976,,,Song Yongyi mentions it as one of the most important neibu books during the CR,W0435,454,,,,en,2020-12-17,MG,2020-12-17,MG
A00199,AG0156,AT05,W0098,,1966,1976,,,Song Yongyi mentions it as one of the most important neibu books during the CR,W0435,572,,,,en,2018-05-15,MG,2020-04-04,DP
A00200,AG0124,AT05,W0098,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,453,,,,en,2018-11-09,WH,2020-04-04,DP
A00201,AG0103,AT16,W0098,,1966,1976,,,This book was a sensation among the youth. It was ascribed a huge value. Han Shaogong had to turn in his watch as he had lost the book accidentally.,W0419,10,F,Unknown work by P1196,Translation,en,2021-07-02,MG,2022-05-09,DP
A00202,AG0019,AT13,W0099,,1968,1968,,,The poem by Guo Lusheng captured the atmosphere of zhiqing leaving the big cities perfectly (according to Li Ling),W0490,ONLINE SOURCE,,unknown work by: AG0248,,en,2018-06-25,MG,2020-04-04,DP
A00203,AG0009,AT15,W0100,,1970,1970,,,Bei Dao listened to the poem and was moved. He did not know the authors name,W0487,138,,unknown work by: AG0329 G10,,en,2018-05-22,MG,2020-04-04,DP
A00204,AG0009,AT15,W0101,,1970,1970,,,Bei Dao listened to the poem and was moved. He did not know the authors name,W0487,311,,unknown work by: AG0329 G10,,en,2018-05-22,MG,2020-04-04,DP
A00205,AG0228,AT02,W0101,,1970,1970,,,Jiang He has copied several poems by hand,W0493,287,,unknown work by: AG0450,,en,2018-10-19,MG,2020-04-04,DP
A00206,AG0228,AT03,W0101,AG0119,1970,1970,,,Jiang He gave the hand-copied poem to Lin Mang,W0493,147,,unknown work by: AG0237,read during rustication?,en,2018-10-16,LH,2021-03-11,MG
A00207,AG0024,AT02,W0102,,1970,1970,,SP0025,Song Haiquan copied the poem by hand,W0493,580,,unknown work by: AG0451,,en,2018-10-19,MG,2021-01-02,MG
A00208,AG0024,AT03,W0102,AG0119,1970,1970,,SP0025,Song Haiquan gave it to Lin Mang,W0493,148,,unknown work by: AG0286,read during rustication?,en,2018-10-16,LH,2021-03-11,MG
A00209,AG0626,AT17,W0103,,1967~,1968~,,,the poem was often recited and copied by young people,W0419,10,F,Unknown work by P1197,Translation,en,2021-07-02,MG,2022-05-09,DP
A00210,AG0105,AT16,W0104,,1970~,1974~,,,the love story in this book aroused her interest,W0424,311,,,,en,2017-09-06,MG,2020-04-04,DP
A00211,AG0051,AT01,W0104,,1964,1964,,,Liu Haiou read it in one night,W0455,136,,,,en,2018-11-04,WH,2020-04-04,DP
A00212,AG0124,AT05,W0105,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,534,,,,en,2018-11-09,WH,2020-04-04,DP
A00213,AG0156,AT05,W0105,,1966,1976,,,Song Yongyi mentions it as one of the most important neibu books during the CR,W0435,7-10,,,,en,2018-05-15,MG,2020-04-04,DP
A00214,AG0128,AT05,W0105,,1966,1976,,,According to Wang Shiqiangs research this piece was one of the most influential yellow-covered books for the generation of pre-misty poets,W0423,583,,,,en,2017-08-08,MG,2020-12-09,MG
A00215,AG0103,AT05,W0105,,1966,1976,,,Han Shaogong mentions it as one of the most important neibu books of the CR,W0419,10,F,Unknown work by P1199,Translation,en,2021-07-02,MG,2022-05-09,DP
A00216,AG0626,AT17,W0107,,1967~,1968~,,,the poem was often recited and copied by young people,W0419,10,F,Reference to P1201,check again later; Translation,en,2021-07-02,MG,2022-05-09,DP
A00217,AG0195,AT16,W0106,,1968,1968,,SP0438,he read it while sitting on the train to Inner Mongolia (SP0114),W0488,116,,unknown work by: AG0301,,en,2018-05-31,DM,2020-12-19,MG
A00218,AG0118,AT01,W0106,,1970..1979,1970..1979,,,he had read many poems. Among them also the one by He Jingzhi. All these however did not influence too much,W0476,401,,,,en,2019-02-23,WH,2020-04-04,DP
A00219,AG0106,AT02,W0108,,1969..1972,1969..1972,,,Shu Ting copied the poem Prophecy into her notebook,W0425,159-160,,,,en,2017-09-15,MG,2020-04-04,DP
A00220,AG0103,AT01,W0109,,1967,1967,,,He read it and did not understand much,W0419,10,F,Reference to P1198,check again later; Translation,en,2021-07-02,MG,2022-05-09,DP
A00221,AG0626,AT16,W0110,,1970~,1980~,,SP0005,Chen claims that this book was important among the Zhiqing in Beijing,W0479,541,,,,en,2019-02-24,WH,2020-04-04,DP
A00222,AG0103,AT12,W0414,,1967~,1967~,,,Among those books taken away by the Red Guards was a Hemingway volume,W0419,54,F,unknown work; G84,Translation,en,2021-07-09,MG,2022-05-09,DP
A00223,AG0037,AT17,W0112,AG0626,1972~,1972~,,SP0012,Huang told Les Miserables off the top of his head to fellow Zhiqing or co-workers/ farmers. He turned these stories into Chinese ones to arouse no suspicions,W0445,324,,,,en,2018-07-10,MG,2020-04-04,DP
A00224,AG0106,AT17,W0112,AG0626,1972,1972,,SP0439,Shu Ting told Les Miserables off the top of her head to fellow co-workers in a factory in Xiamen (SP0440.) She turned a simple vocabulary and adjusted the story a bit.,W0425,537,,,,en,2017-09-08,MG,2020-04-04,DP
A00225,AG0010,AT05,W0087,,1970,1970,,,Duo Duo states that in the spring of 1970 Ionescos book was one of the most popular ones among the Beijing youth,W0441,301,,,,en,2018-06-06,MG,2021-01-02,MG
A00226,AG0128,AT05,W0414,,1966,1976,,,According to Wang Shiqiang this piece was one of the most influential yellow-covered books for the generation of pre-misty poets,W0423,24,,,,en,2017-08-20,MG,2020-04-04,DP
A00227,AG0106,AT02,W0414,,1969..1972,1969..1972,,,Shu Ting copied the poems by Keats into her notebook. There weren‘t so many books by Keats published at that time so it could be 济慈诗选 from 1958.,W0425,580,,,,en,2018-02-08,OS,2020-04-04,DP
A00228,AG0124,AT05,W0008,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,353,,,,en,2018-11-09,WH,2020-04-04,DP
A00229,AG0011,AT03,W0008,AG0010,1970~,1970~,,SP0137,Xu Haoyuan gave that book to Peng Gang,W0442,554,,,,en,2018-06-11,MG,2020-04-04,DP
A00230,AG0011,AT03,W0063,AG0010,1970~,1970~,,SP0137,Xu Haoyuan gave that book to Peng Gang,W0442,ONLINE SOURCE,,,,en,2018-06-12,MG,2020-04-04,DP
A00231,AG0010,AT01,W0008,,1970~,1970~,,,Peng Gang read On the Road,W0442,189,,,,en,2018-06-18,MG,2020-04-04,DP
A00232,AG0010,AT01,W0063,,1970~,1970~,,,Peng Gang read Catcher in the Rye,W0442,555,,,,en,2018-06-18,MG,2020-04-04,DP
A00233,AG0128,AT05,W0008,,1966,1976,,,According to Wang Shiqiang this piece was one of the most influential yellow-covered books for the generation of pre-misty poets,W0423,175,,,,en,2019-03-08,LH,2020-04-04,DP
A00234,AG0020,AT01,W0114,,1970..1975,1970..1975,,,"Gao Hua read this book during the ""early or middle period"" of the 1970s",W0420,327-340,F,L0011,Translation,en,2021-06-12,MG,2022-05-09,DP
A00235,AG0124,AT05,W0059,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,443,,,,en,2018-11-09,WH,2021-01-09,MG
A00236,AG0156,AT05,W0059,,1966,1976,,,Song Yongyi mentions it as one of the most important grey-covered books during the CR,W0435,532,,,,en,2018-05-15,MG,2020-04-04,DP
A00237,AG0242,AT01,W0116,,1972,1972,,SP0441,she took a look at it in the reading room of Beida (AG0655.) The collection appeared on the book shelves just one day before North Korean exchange students arrived at Beida,W0500,301,,unknown work by: AG0617 G13,,en,2019-03-09,MG,2021-01-09,MG
A00238,AG0242,AT05,W0117,,1972,1972,,SP0003,"was among the very few works in July 1972, which could be obtained at Xinhua bookstore (AG065)",W0500,301,,unknown work by: AG0617 G13,,en,2019-03-09,MG,2021-01-09,MG
A00239,AG0124,AT05,W0059,,1966,1976,,,Xiao Xiao mentions it as one of the most important neibu books of the CR,W0474,443,,,,en,2018-11-09,WH,2020-04-04,DP
A00240,AG0020,AT01,W0121,,1970..1975,1970..1975,,,Among several other Soviet works Gao Hua also read this one by a Soviet defector which was printed before the founding of the PRC,W0420,43,F,,,en,2020-02-07,MG,2022-05-09,DP
A00241,AG0626,AT17,W0122,AG0626,1968,1974,,SP0055,"There was an educated youth who took story-telling as his unique ""currency"". With that ""currency"" he could ""purchase"" daily necessities.",W0419,183,F,unknown work by P0186,Translation,en,2021-06-22,MG,2022-05-09,DP
A00242,AG0249,AT15,W0124,,1963..1973,1963..1973,,,Gu Yunpu had to think of this quote and compared it with his fate,W0433,132,,,,en,2018-05-07,MG,2020-04-04,DP
A00243,AG0250,AT11,W0414,,1972,1979,,SP0436,Kang translated poems by Lermontov,W0498,116f,,unknown work by: AG0099,,en,2018-11-05,MG,2021-01-02,MG
A00244,AG0253,AT03,W0125,AG0252,1974,1974,,,Due to the Pilin-Pikong campaign suddenly many unseen before books were on the shelves again. Tang Ke used to copy classical quotations and send it over to Zhao Yuesheng. In this case Tang Ke passed the Three Gorges and sent a quotation from the Shuijingzhu.,W0499,116f,,unknown work by: AG0100,,en,2018-11-05,MG,2021-01-02,MG
A00245,AG0114,AT01,W0126,,1970?,1970?,,SP0113,Zhang Yang read this book which was considered not in line with official policy during the CR,W0429,93,,,,en,2018-02-11,OS,2020-04-04,DP
A00246,AG0257,AT01,W0127,,1958,1960,,SP0443,distraction from tough labor at the state farm. Read them loud made them happy and forget their sorrows.,W0511,249,,unknown work by: AG0112 G24,very likely that for the 1960s books by this author refer to a neibu publication,en,2019-06-12,WH,2020-04-04,DP
A00247,AG0257,AT01,W0128,,1958,1960,,SP0443,distraction from tough labor at the state farm. Read them loud made them happy and forget their sorrows.,W0511,580,,unknown work by: AG0199 G24,,en,2019-03-09,MG,2020-04-04,DP
A00248,AG0257,AT01,W0414,,1958,1960,,SP0443,distraction from tough labor at the state farm. Read them loud made them happy and forget their sorrows.,W0511,162f,,unknown work by: AG0302,,en,2020-12-16,MG,2020-12-16,MG
A00249,AG0259,AT03,W0127,AG0257,1958,1960,,SP0443,,W0511,ONLINE SOURCE,,unknown work by: AG0572,,en,2018-12-23,WH,2020-04-04,DP
A00250,AG0259,AT03,W0128,AG0257,1958,1960,,SP0443,,W0511,560,,unknown work by: AG0581,,en,2019-01-26,WH,2020-04-04,DP
A00251,AG0259,AT03,W0414,AG0257,1958,1960,,SP0443,,W0511,301,,unknown work by: AG0588,read during rustication?,en,2019-02-17,WH,2021-01-12,MG
A00252,AG0257,AT22,W0129,,1968,1970,,SP0203,Wu remembers a scene of it during a critic meeting where an old scholar of Classical Chinese Literature was denounced,W0511,162f,,unknown work by: AG0138,,en,2020-12-16,MG,2020-12-16,MG
A00253,AG0260,AT01,W0038,,1968,1970,,SP0203,,W0511,52,,unknown work by: AG0602,,en,2019-02-24,WH,2020-04-04,DP
A00254,AG0260,AT01,W0130,,1968,1970,,SP0203,Chen was secretly reading a translation of this novel,W0511,162f,,unknown work by: AG0283,,en,2020-12-16,MG,2020-12-16,MG
A00255,AG0260,AT01,W0131,,1968,1970,,SP0203,for reading this he was accused and had to write a self criticism,W0511,162f,,unknown work by: AG0129,,en,2020-12-16,MG,2020-12-16,MG
A00256,AG0257,AT11,W0132,,1958,1960,,SP0443,started to translate this book,W0511,162f,,unknown work by: AG0264,,en,2020-12-16,MG,2020-12-16,MG
A00257,AG0257,AT11,W0133,,1957,19xx,,,Diversion: the story contrasted with the politics around him. He never finished the translation,W0511,162f,,unknown work by: AG0285,,en,2020-12-16,MG,2020-12-16,MG
A00258,AG0265,AT12,W0414,,1966,1966,,,a lifetime collection confiscated by the Red Guards,W0511,162f,,unknown work by: AG0303,,en,2020-12-16,MG,2020-12-16,MG
A00259,AG0267,AT17,W0134,AG0257,1968,1970,,,Wu‘s son Yiding told stories from this novel to Wu and his friends,W0511,569,,unknown work by: AG0587 G04,,en,2019-02-17,WH,2021-01-12,MG
A00260,AG0258,AT22,W0511,,1969,1970,,SP0207,reminds this quotation while meeting a tortured teacher,W0511,ONLINE SOURCE,,,,en,2019-06-04,WH,2021-01-12,MG
A00261,AG0258,AT23,W0002,,1970,1973,,SP0442,they tuned in to this program to teach english to their elder son,W0511,301,,unknown work by: AG0589,read during rustication?,en,2019-02-17,WH,2021-01-12,MG
A00262,AG0257,AT23,W0002,,1970,1973,,SP0442,they tuned in to this program to teach english to their elder son,W0511,301,,unknown work by: AG0601,,en,2019-02-24,WH,2020-04-04,DP
A00263,AG0257,AT01,W0135,,1970,1973,,,a textbook Wu had kept from Manchester college days. Showed it to the peasants in his neighborhood. They giggled and nudged when they saw the nudes from the Sistine Chapel,W0511,162f,,unknown work by: AG0237,,en,2020-12-16,MG,2020-12-16,MG
A00264,AG0257,AT01,W0414,,1973,1973,,,the family was touched to tears,W0511,162f,,unknown work by: AG0305,,en,2020-12-16,MG,2020-12-16,MG
A00265,AG0258,AT01,W0414,,1973,1973,,,the family was touched to tears,W0511,162f,,unknown work by: AG0304,,en,2020-12-16,MG,2020-12-16,MG
A00266,AG0267,AT16,W0414,,1973,1973,,,the family was touched to tears. He began to read Shen Congwen‘s books a few years later,W0511,162f,,unknown work by: AG0306,,en,2020-12-16,MG,2020-12-16,MG
A00267,AG0257,AT01,W0136,,1974,1978,,,starts rereading this book. Saw parallels between ancient Rome and modern China,W0511,162f,,unknown work by: AG0090,,en,2020-12-16,MG,2020-12-16,MG
A00268,AG0258,AT01,W0137,,1974,1978,,,her favorite book,W0511,162f,,unknown work by: AG0165,,en,2020-12-16,MG,2020-12-16,MG
A00269,AG0268,AT01,W0138,,1974,1978,,,,W0511,162f,,unknown work by: AG0209,,en,2020-12-16,MG,2020-12-16,MG
A00270,AG0268,AT01,W0139,,1974,1974,,,,W0511,162f,,unknown work by: AG0230,,en,2020-12-16,MG,2020-12-16,MG
A00271,AG0257,AT11,W0140,,19xx,19xx,,,his translation of this book was banned after his condemnation as rightist,W0511,162f,,unknown work by: AG0301,,en,2020-12-16,MG,2020-12-16,MG
A00272,AG0114,AT01,W0141,,1944..,1944..,,,,W0429,307,,,,en,2019-02-17,WH,2020-04-04,DP
A00273,AG0011,AT05,W0535,,1953..,1953..,,,She mentions this painting to recall her friend Dong Shabei.,W0429,301,,,,en,2018-02-14,OS,2020-04-04,DP
A00274,AG0029,AT05,W0081,,1964~,[1966..1970],,,Wu Hong mentions that this book was one of the most-beloved and widely-read among his book friends.,W0428,92,,,,en,2018-02-13,OS,2020-04-04,DP
